,玉米的歌声,星期五晚上的胡萝卜,晚高峰,日出原理,明日恐惧症,每天朝山顶推一秒的石头,唤醒石头里存在的生命,洞天,冬日追逐,心奇爆龙战车,屈原,卡卡虎大冒险,妖道至尊,斗破苍穹,毛毛镇,无脑魔女,新大头儿子和小头爸爸 欢乐亲子营,中国畅想曲,棉花糖和云朵妈妈 快乐生活,奇奇和努娜,小绿和小蓝,怪兽小馆,时光代理人,四格勇者,第一序列,镇魂街,小鹿蓝蓝,拇指总动员,我玩游戏成了绝世强者,神兽小岛,节气小精灵,异空战歌,巧虎奇幻舞台历险记,少年英雄小哪吒,霸王龙雷奇,机米和露露,雪王驾到,魔法学院,如果历史是一群喵,诸葛亮,嗨！三宝,凹凸学园,给我来个小狐狸,天界代购店,傲世九重天,明日方舟：冬隐归路,三十六骑,都市神医：七个师姐保我无敌,猪猪侠益智课堂,小品一家人,超变战陀,正经少主的幸福生活,少年歌行,钢铁飞龙,七侯笔录,炫卡斗士,你的人生是我来迟了,月魁传 动态漫画,哑舍,十方武圣,淘气猪多多,不死不灭,变形联盟,小刻的画图写话,猪猪侠,燃夏,胶囊计划,盟卡车神,槑好时光·城南忆事,桃花扇,风雪山神庙,年,路,仙王的日常生活,火星西路,命运拳台,原来我早就无敌了,盐友,贝肯熊：火星任务,枕刀歌,乖桃与闹瓜,妙趣横生故事汇,我们渡江啦,春芽宝贝,故事王国,中华民间故事,智慧村的故事,彩虹森林的故事,啾啾成长记,小鸡丫丫的日常百科,丫丫的日常百科,船员历险记,托宝战士,百变雄师,蔬菜不寂寞,萌果乐多多,妙趣横生恐龙世界,出动 安全救援号,参娃与天池怪兽,中华上下五千年,猪多多成长日记,奇妙大冒险,故事小号手,神奇飞船,快乐的海洋,威力成长记,乐比悠悠学成语,不一样的科学故事,不一样的语文故事,不一样的数学故事,贾老爷开店,乐儿智慧王国 博览名著,乐儿智慧王国 七巧板,乐儿智慧王国 奇幻科普,小强与旺财,安全小卫士,中华美德 成语教育动画,繁花似锦,好伙伴,漫虫记,豫游记,淘淘与小布,阿U学堂,三只兔子,阿优学科学,尼尼和她的好朋友,南瓜学院,穿越云南三千年 云小志漫游记,钟南山的故事,天眼之父南仁东,黑云国历险记,东方探秘谷,趣说经典,我在未来有套房,王安石与鄞县,都市最强仙尊,我靠签到逆天改命,我在魔界当大佬,弟子都说我无敌,超级微信,史上最强,都市最强房东,重生归来：直接无敌,不白吃古诗词漫游记,我的弟子都超神,地下城与勇士,大宇宙时代,异人君莫邪,万古第一神,亏成首富从游戏开始,四季童年,旅途危机！圣芙蕾雅号特别事件,咸鱼哥,一世之尊,百妖谱,捕星司·源起,开心超人,五侠笑闯中洲,牧神记,守龙者,神道帝尊,山山田田间,宗门里除了我都是卧底,白蛇：浮生,大道朝天,喜羊羊与灰太狼,虎鹤妖师录,盒中之海,食草老龙被冠以恶龙之名,伍六七,头脑特工队,虫小绿历史为什么,星星班长,黑神话：悟空,小小知道,哈小浪,神奇马戏团,伞少女,时光的画笔,成语中国,万渣朝凰,炼气练了三千年,传闻中的白月光,笼中人,爆炫星陀,怪想售,绿毛怪格林奇,赘婿,神奇的朋友 咖宝蛋神,白色闪电,咖宝车神,我的三体,精灵梦叶罗丽,民调局异闻录,我叫mt,小花仙,无聊就完结,阿诺德和他可爱的木偶们,赛尔号,彩虹宝宝,百工灵,一,休,心源,小诗人,龙门,出口,猪猪侠大电影·星际行动,从姑获鸟开始,今天的晚餐就是你,幻宠师,风速少年团,邂逅她的少女时代,小药童也想修仙,回铭,我在修仙世界朝九晚五,鲲吞天下,宝莲灯,没头脑和不高兴,猪猪·吉利·小财神,百变宝贝,中华美德,超级球迷,魔鬼芯片,土红色的骆驼,西游漫记,白玉堂,财宝小狐狸,飞龙天降,钟点父子,三十六计奇遇记,小草帽,小和尚,家有开心果,红孩儿传奇,怪城,咕噜先生,民族风情,风尘小游侠,聪明的笨小猪,隐身探长,大森林里的小故事,红鼻子,地上城与勇士,银河封神纪,反派初始化,FLUFFY LAND,超变兽车侠,虚无边境,神之一脚,没牙的老虎,皮皮的故事,巴塔木晚安故事,小鸡彩虹,林海雪原,仙女奇缘,逐梦少年,少年苏东坡传奇,梦想总动员,探险中的小百科,乌鸦为什么是黑的,东郭先生,小蛋壳,女娲补天,假如我是武松,狼来了,鹿铃,小熊猫学木匠,曹冲称象,善良的夏吾冬,抬驴,猴子捞月,崂山道士,真假李逵,南郭先生,人参果,三个和尚,张飞审瓜,雪孩子,老狼请客,好猫咪咪,愚人买鞋,熊猫百货商店,画廊一夜,大英雄狄青,猩猩探长,牛牛和西西,应该靠自己,快乐家家车,怪老头儿,大盗贼,汉化日记,大雨,奶泡泡学成语,瑞奇宝宝,缔灵爱,苍兰诀,新·异常生物见闻录：序,嫁人就嫁灰太狼,明日方舟：焰烬曙明,山海封神,这个大佬画风不对,重生,最强反套路系统,我真的不想当,我在末世搬金砖,我的师傅每到大限才突破,神豪,从不出手的我混成了天榜大佬·,从零开始当首富,道君,掌门低调点,最强神王,我真不是大反派啊,重生都市天尊,开局一条鲲,最强神赐,系统逼我做反派,圣尊助理的我已经无敌了,都市阴阳仙医,相亲式修真道侣,最强弃少,大象无形,龅牙的快乐生活,金蚕往事,天命出马仙,亡灵天灾：我抬手百万骨海,君有云,航天双子星,精灵蒲公英,米乐米可,跳跳鱼世界故事会,新大头儿子和小头爸爸 智能小当家,福娃,封灵特优生,灵笼,我的弟子遍布诸天万界,U探泰拉,大侠请上功,反派师尊的我带着徒弟们天下无敌,目标一亿积分,念无双,凸变英雄x,我的师兄太强了,虹猫蓝兔海底历险记,虹猫蓝兔七侠传,海尔兄弟高清,凹凸世界·Reborn,冰封末日：绝无生还之路,真理面具,长歌行,木木博士,猪多多,君子无疾,那年那兔那些事儿,三国演义,小鲤鱼历险记,蛮荒仙界,美猴王,哪吒传奇,火凤燎原,天命大主宰,赛几传说,请吃红小豆吧！食物世界,不白吃话山海经,聪明的阿凡提,知宝学堂,是王者啊？,宝宝乐学堂,可可小爱快乐学知识,小蜜蜂,欢乐小狮子,开心动物园,大侦探熊猫猪,乐比悠悠,奇特益智工程车,小神有戏,喷喷象小百科,中华名人小课堂,多多趣味识字课堂,趣说中华名人故事,菠萝王国,中华诗歌故事,数学魔法,棒波免的海洋之旅,荒岛历险记,纳尤古传奇,嘀嗒传奇,纸朋友,冒险小王子,奇趣特工队,灵草小战士,龙宝小英雄,闪亮闪亮太伶美,魔方战士,新大头儿子和小头爸爸传奇兜兜,棉花糖和云朵妈妈超级小米花,号牛乃唐,青田小田鱼,我是发明家,大运河奇缘,嘟嘟小分队,魔法可可,转战,山海宝贝,半蛋龙,星原小宝,大宝大牙科学探索,绿野森林的故事,豆豆一家人,超元绝战,功夫萌娃,土波兔,始祖的足迹,中华优秀传统文化系列动画片,童心向阳,凿壁偷光-匡衡的传说,孔子见老子,孔子归来,论语智慧,飞天狐和卡卡,橡树餐厅,汽车星球,恐龙时代,乐园市的快乐日常,小鸡丫丫动起来,光影天炎战甲,百变校巴,罗米熊与丹米兔,跳跳鱼世界,小刺猬吉吉,工程车救援行动队,小小的世界,鹿宝贝朗迪,快乐熊兜兜,怪兽家族,阿U学英语,乌龙院,乐儿智慧乐园 幼儿启蒙,乐儿智慧乐园 世界各国,猪猪侠恐龙爆笑研究所,猪猪侠爆笑科普乐园,百变校巴成语故事,核晶少年,疯狂小糖,你好！卟卟,百变校巴成长绘本,百变校巴英文儿歌,奇特工程车,漫赏秦腔,爸爸妈妈小时候的故事,天外福星,飞越五千年,晓晓成长日记,奇奇妙妙博物馆,彭祖传奇,水果三国,杰米熊,百变布鲁可,车宝乐园,汽车世界城市大冒险,公众应急知识,鸭丫俱乐部,中华廉政故事,火火兔学古诗,快乐熊猫一家人,中医药里的故事,一千零一夜,小猫威力,神奇小队,神奇画笔看世界,小豆的微观世界,儿童小百科,探索生活小百科,木头岛的故事,成语诗词荟萃,反诈小分队,小羊哈哈童年日记,桃花夫人,快乐小郑星,雪王,胶囊计划 英雄,全职高手荣耀小剧场,恰同学少年,暂停！智序重组,元气奇事,紫川,开局地摊卖大力,在下“英台”,双生武魂,非人哉,是假千金也要手握团宠剧本,龙族Ⅱ,通灵妃,妖神记,斗罗大陆剧场版 剑道尘心,我为刀宗,赵琳的探险日记,云深不知梦,葫芦兄妹,夜光溯明,凌天独尊,《崩坏：星穹铁道》动画短片：「听！狂欢在那神佑的山巅」,【无职转生同人动画】血契之约,鬼吹灯,后羿,武碎星河,玲珑骰,神墓,缥缈剑仙传,万剑王座,斗破苍穹 年番,信息素说我们不可能,猫和老鼠：星盘奇缘,向着星辰的长征
2024-12-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-29,,,,,,,,,,246.0,2061.0,132.0,166.0,17953.0,,,,,,,544.0,,6248.0,,2355.0,2526.0,,,,,,,,295.0,0.0,,,382.0,1445.0,6742.0,,,,,1024.0,,201.0,,,1328.0,274.0,,3607.0,560.0,,,,,1270.0,405.0,,480.0,389.0,,3427.0,,1175.0,,,977.0,415.0,4675.0,2200.0,1418.0,,324.0,288.0,,,220.0,,,,,,95.0,,,,,,,,,104.0,,,,,935.0,,,,,,,,,,,,,,,,,,731.0,,,,,,,,,,,,,,,,,,,,,,65.0,356.0,,,,126.0,1535.0,161.0,154.0,7204.0,579.0,,,,1098.0,1007.0,,1277.0,,19281.0,472.0,1633.0,,1162.0,,3377.0,3893.0,1202.0,189.0,194.0,2439.0,1283.0,,,112.0,,,155.0,352.0,,,447.0,212.0,,,,,280.0,2848.0,,228.0,1167.0,259.0,679.0,974.0,530.0,1189.0,,,2604.0,319.0,,23446.0,894.0,,,476.0,522.0,,987.0,,422.0,,,,,,238.0,1556.0,899.0,,87.0,137.0,,26.0,,,330.0,,,,,,321.0,,0.0,,8.0,86.0,,,,,165.0,,,340.0,,,,,,,,175.0,1538.0,17.0,,,133.0,,113.0,461.0,,1185.0,9.0,556.0,108.0,34.0,1659.0,70.0,74.0,380.0,527.0,156.0,368.0,2419.0,539.0,44.0,739.0,126.0,124.0,9.0,110.0,90.0,202.0,,,,132.0,146.0,253.0,257.0,390.0,,329.0,,2282.0,,162.0,,,328.0,3142.0,626.0,,,251.0,,,,1016.0,267.0,,,123.0,,,,,,,877.0,509.0,,,152.0,,378.0,,,,,,486.0,,1297.0,,,,113.0,,686.0,0.0,714.0,112.0,1002.0,8.0,,,400.0,3368.0,,,,380.0,10714.0,1060.0,312.0,441.0,904.0,582.0,,,,,113.0,,,,,1208.0,,43.0,,209.0,,,,,,,,,,,,,,,132.0,,,165.0,,,,,,,,,,,,,,140.0,,,,,,,,,,,,,,,,,236.0,,,,,,128.0,,,134.0,,,,,549.0,,,,,,,357.0,,,,,,,,,,,,,121.0,229.0,,,,,,,,,1535.0,,,,,,,,,,,360.0,,317.0,,,1059.0,,,1288.0,596.0,,,2128.0,,,553.0,1357.0,,,432.0,0.0,,,0.0,,,3258.0,1027.0,,,2573.0,,,,734.0,,
2024-12-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-05,,,,,,,,,,247.0,1882.0,129.0,137.0,18585.0,,,,,,,730.0,,6998.0,,2221.0,2330.0,,,,,,,,355.0,0.0,,,389.0,1439.0,5981.0,,,,,1000.0,,207.0,,,1338.0,288.0,,4004.0,567.0,,,,,1215.0,376.0,,535.0,410.0,,3780.0,,836.0,,,978.0,421.0,4850.0,1740.0,1193.0,,380.0,274.0,,,231.0,,,,,,80.0,,,,,,,,,79.0,,,,,926.0,,,,,,,,,,,,,,,,,,912.0,,,,,,,,,,,,,,,,,,,,,,98.0,361.0,,,,140.0,1527.0,167.0,142.0,8264.0,561.0,,,,1113.0,1170.0,,1304.0,,18928.0,558.0,1380.0,,1105.0,,3469.0,4298.0,1241.0,203.0,177.0,2348.0,1333.0,,,120.0,,,148.0,396.0,,,548.0,210.0,,,,,163.0,3067.0,,252.0,1262.0,261.0,775.0,927.0,507.0,1247.0,,,2544.0,358.0,,24242.0,901.0,,,510.0,474.0,,948.0,,394.0,,,,,,203.0,1531.0,917.0,,71.0,127.0,,9.0,,,319.0,,,,,,344.0,,8.0,,9.0,73.0,,,,,153.0,,,260.0,,,,,,,,182.0,1074.0,9.0,,,141.0,,81.0,465.0,,1144.0,34.0,497.0,107.0,0.0,1421.0,27.0,89.0,332.0,546.0,163.0,329.0,2156.0,503.0,25.0,588.0,126.0,119.0,9.0,117.0,35.0,199.0,,,,125.0,128.0,197.0,268.0,391.0,,352.0,,2734.0,,138.0,,,361.0,3763.0,628.0,,,249.0,,,,976.0,284.0,,,120.0,,,,,,,896.0,483.0,,,178.0,,357.0,,,,,,504.0,,1197.0,,,,150.0,,772.0,0.0,702.0,57.0,990.0,0.0,,,392.0,3461.0,,,,430.0,9524.0,1047.0,329.0,431.0,937.0,546.0,,,,,114.0,,,,,1162.0,,26.0,,221.0,,,,,,,,,,,,,,,89.0,,,183.0,,,,,,,,,,,,,,171.0,,,,,,,,,,,,,,,,,238.0,,,,,,149.0,,,133.0,,,,,501.0,,,,,,,376.0,,,,,,,,,,,,,133.0,233.0,,,,,,,,,2052.0,,,,,,,,,,,286.0,,325.0,,,1049.0,,,1116.0,624.0,,,2526.0,,,729.0,1488.0,,,471.0,0.0,,,0.0,,,3252.0,998.0,,,2972.0,,,,859.0,,
2025-01-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
